Date,0,1,2,3
1941-07-31,577,23938,12758,2607
1941-08-01,578,29219,14974,22705
1941-08-02,579,23345,16801,14610
1941-08-03,580,3714,18263,28825
1941-08-04,581,915,14369,28491
1941-08-05,582,28900,3482,21187
1941-08-06,583,11327,12788,25912
1941-08-07,584,422,2673,8296
1941-08-08,585,3520,18209,26483
1941-08-09,586,24448,13126,6491
1941-08-10,587,2839,27402,191
1941-08-11,588,27403,3571,20889
1941-08-12,589,3511,4515,14620
1941-08-13,590,21644,29314,17512
1941-08-14,591,13416,11149,145
1941-08-15,592,15670,17934,10044
1941-08-16,593,21627,29891,21087
1941-08-17,594,5130,10090,29296
1941-08-18,595,5555,12800,12435
1941-08-19,596,78,13697,28141
1941-08-20,597,1296,15693,16454
1941-08-21,598,26105,19864,8633
1941-08-22,599,17521,21531,13700
1941-08-23,600,24096,15880,12440
1941-08-24,601,4161,1819,22455
1941-08-25,602,15424,19442,2275
1941-08-26,603,25652,10586,16825
1941-08-27,604,21178,3952,27753
1941-08-28,605,2431,10101,1701
1941-08-29,606,8915,19020,7880
1941-08-30,607,16464,7089,26660
1941-08-31,608,9435,212,11718
1941-09-01,609,7918,22474,5382
1941-09-02,610,3532,11720,13819
1941-09-03,611,4690,10990,4994
1941-09-04,612,11995,24352,28424
1941-09-05,613,7034,4539,23318
1941-09-06,614,23319,5574,24141
1941-09-07,615,4906,10476,22955
1941-09-08,616,14494,7037,30017
1941-09-09,617,21953,18513,30018
1941-09-10,618,149,6615,13706
1941-09-11,619,29198,22893,2818
1941-09-12,620,8563,255,9386
1941-09-13,621,10635,27070,29688
1941-09-14,622,19401,6831,6101
1941-09-15,623,11641,16023,12371
1941-09-16,624,4308,27026,21584
1941-09-17,625,19277,21447,26215
1941-09-18,626,6858,1150,22892
1941-09-19,627,9758,6532,16027
1941-09-20,628,12680,28385,8510
1941-09-21,629,2090,111,1206
1941-09-22,630,23568,25045,18477
1941-09-23,631,10553,18375,27684
1941-09-24,632,479,6304,12684
1941-09-25,633,28390,7788,998
1941-09-26,634,19549,26049,20300
1941-09-27,635,2096,19992,13418
1941-09-28,636,2097,11380,3466
1941-09-29,637,4928,13481,19197
1941-09-30,638,7851,12325,19782
1941-10-01,639,16769,28082,6245
1941-10-02,640,17897,14671,6576
1941-10-03,641,29555,19937,5024
1941-10-04,642,23166,15524,12223
1941-10-05,643,21020,27798,8441
1941-10-06,644,12545,21615,5757
1941-10-07,645,5301,24477,19485
1941-10-08,646,25361,19486,15499
1941-10-09,647,920,6856,6338
1941-10-10,648,10448,692,13676
1941-10-11,649,2018,18484,24968
1941-10-12,650,23659,10450,24635
